publishing_year,book_name,author,language_code,author_rating,book_average_rating,book_ratings_count,genre,publisher,book_id
2013,The Storyteller,Jodi Picoult,eng,Intermediate,4.26,109313,genre fiction,"Amazon Digital Services,  Inc.",219
2011,Obsidian,Jennifer L. Armentrout,eng,Intermediate,4.23,164832,genre fiction,Penguin Group (USA) LLC,220
1982,"Life, the Universe and Everything",Douglas Adams,eng,Intermediate,4.19,131562,genre fiction,Hachette Book Group,221
2013,Crown of Midnight,Sarah J. Maas,en-CA,Famous,4.49,160485,genre fiction,"Amazon Digital Services,  Inc.",222
2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,eng,Intermediate,4.18,126864,genre fiction,Random House LLC,223
2008,Half Broke Horses: A True Life Novel,Jeannette Walls,eng,Intermediate,4.05,110597,genre fiction,Penguin Group (USA) LLC,224
1987,Mort,Terry Pratchett,eng,Intermediate,4.22,128450,genre fiction,"Amazon Digital Services,  Inc.",225
2010,"The Iron King (The Iron Fey, #1) ",Julie Kagawa,eng,Intermediate,3.92,158063,genre fiction,Macmillan,226
1985,Lonesome Dove,Larry McMurtry,en-US,Famous,4.47,111498,genre fiction,"Amazon Digital Services,  Inc.",227
2003,Stiff: The Curious Lives of Human Cadavers,Mary Roach,eng,Intermediate,4.05,122502,nonfiction,Random House LLC,228
2011,Bloodlines,Richelle Mead,en-US,Intermediate,4.22,140599,genre fiction,Macmillan,229
1998,Ender's Shadow,Orson Scott Card,eng,Intermediate,4.3,115521,nonfiction,"Amazon Digital Services,  Inc.",230
2009,Twenties Girl,Sophie Kinsella,eng,Intermediate,3.82,119105,genre fiction,Random House LLC,231
1982,Schindler's Ark,Thomas Keneally,eng,Intermediate,4.34,108338,genre fiction,"Amazon Digital Services,  Inc.",232
1970,The Bluest Eye,Toni Morrison,eng,Intermediate,3.99,109944,genre fiction,"Amazon Digital Services,  Inc.",233
2009,The White Queen,Philippa Gregory,eng,Intermediate,3.9,119739,genre fiction,"Amazon Digital Services,  Inc.",234
1965,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",eng,Intermediate,4.29,124805,nonfiction,Random House LLC,235
1989,Preludes & Nocturnes,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",eng,Intermediate,4.3,122540,nonfiction,"Amazon Digital Services,  Inc.",236
1999,Seabiscuit,Laura Hillenbrand,en-US,Intermediate,4.2,111497,genre fiction,HarperCollins Publishers,237
2003,Shutter Island,Dennis Lehane,eng,Intermediate,4.07,113718,genre fiction,Penguin Group (USA) LLC,238
1894,The Complete Sherlock Holmes,Arthur Conan Doyle,eng,Famous,4.5,109754,genre fiction,Penguin Group (USA) LLC,239
1599,The Tragedy of Julius Caesar,"William Shakespeare, Roma Gill",eng,Intermediate,3.65,119933,genre fiction,"Amazon Digital Services,  Inc.",240
2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,eng,Intermediate,3.81,110481,genre fiction,"Amazon Digital Services,  Inc.",241
-380,Î Î¿Î»Î¹Ï„ÎµÎ¯Î±,"Plato, Desmond Lee",eng,Intermediate,3.9,110274,genre fiction,"Amazon Digital Services,  Inc.",242
1593,The Taming of the Shrew,William Shakespeare,en-US,Intermediate,3.81,126318,nonfiction,Hachette Book Group,243
2014,Cress,Marissa Meyer,eng,Famous,4.46,162069,nonfiction,Macmillan,244
2010,Just Kids,Patti Smith,en-US,Intermediate,4.14,106542,genre fiction,Random House LLC,245
1997,,Phaidon Press,eng,Intermediate,3.79,102746,genre fiction,Penguin Group (USA) LLC,246
2001,Jemima J,Jane Green,en-US,Intermediate,3.62,101436,genre fiction,"Amazon Digital Services,  Inc.",247
1831,Notre-Dame de Paris,"Victor Hugo, Walter J. Cobb",eng,Intermediate,3.97,119851,nonfiction,"Amazon Digital Services,  Inc.",248
1996,A Fine Balance,Rohinton Mistry,eng,Intermediate,4.34,99252,genre fiction,Simon and Schuster Digital Sales Inc,249
1987,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",en-US,Famous,4.61,117788,nonfiction,Penguin Group (USA) LLC,250
2006,Specials,Scott Westerfeld,eng,Intermediate,3.77,139168,genre fiction,"Amazon Digital Services,  Inc.",251
1899,The Awakening,Kate Chopin,eng,Intermediate,3.63,125474,genre fiction,"Amazon Digital Services,  Inc.",252
2009,Hunted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.93,138103,genre fiction,Random House LLC,253
2006,For One More Day,Mitch Albom,en-US,Intermediate,4.09,102193,genre fiction,"Amazon Digital Services,  Inc.",254
1989,Clear and Present Danger,Tom Clancy,eng,Intermediate,4.08,105317,genre fiction,Hachette Book Group,255
1996,Falling Up,Shel Silverstein,en-US,Intermediate,4.33,111779,genre fiction,"Amazon Digital Services,  Inc.",256
2010,Sh*t My Dad Says,Justin Halpern,,Intermediate,3.98,102560,nonfiction,Hachette Book Group,257
1993,Trainspotting,"Irvine Welsh, Eric Lindor Fall",fre,Intermediate,4.07,59453,genre fiction,Random House LLC,258
1952,Foundation and Empire,Isaac Asimov,eng,Intermediate,4.2,105595,genre fiction,"Amazon Digital Services,  Inc.",259
1997,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",Miguel Ruiz,,Intermediate,4.12,97016,genre fiction,Penguin Group (USA) LLC,260
2010,House Rules,Jodi Picoult,en-US,Intermediate,4.01,111239,nonfiction,HarperCollins Publishers,261
1812,BrÃ¼der Grimm: Kinder- und HausmÃ¤rchen,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",eng,Intermediate,4.31,116324,genre fiction,"Amazon Digital Services,  Inc.",262
1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,eng,Intermediate,4.15,134537,genre fiction,"Amazon Digital Services,  Inc.",263
2013,Doctor Sleep,Stephen King,eng,Intermediate,4.1,95276,genre fiction,"Amazon Digital Services,  Inc.",264
1998,About a Boy,Nick Hornby,en-US,Intermediate,3.79,101999,genre fiction,Penguin Group (USA) LLC,265
2012,On Dublin Street,Samantha Young,eng,Intermediate,4.24,136761,nonfiction,Random House LLC,266
2008,Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski, Chris Tomlin",eng,Intermediate,4.15,106351,genre fiction,Macmillan,267
1960,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,,Intermediate,4.12,117582,nonfiction,Simon and Schuster Digital Sales Inc,268
1987,Watchers,Dean Koontz,,Intermediate,4.16,109595,genre fiction,"Amazon Digital Services,  Inc.",269
1902,The Story of My Life,Helen Keller,eng,Intermediate,4.07,107313,nonfiction,"Amazon Digital Services,  Inc.",270
2009,This Is Where I Leave You,Jonathan Tropper,eng,Intermediate,3.88,98645,genre fiction,"Amazon Digital Services,  Inc.",271
2010,Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith,en-US,Intermediate,3.7,106336,genre fiction,"Amazon Digital Services,  Inc.",272
1999,ãƒ•ãƒ«ãƒ¼ãƒ„ãƒã‚¹ã‚±ãƒƒãƒˆ 1,"Natsuki Takaya, Alethea Nibley, Athena Nibley",eng,Intermediate,4.23,118467,nonfiction,Simon and Schuster Digital Sales Inc,273
1623,The Tempest,William Shakespeare,en-US,Intermediate,3.8,125178,genre fiction,"Amazon Digital Services,  Inc.",274
2010,Burned: A House of Night Novel,"P.C. Cast, Kristin Cast",eng,Intermediate,3.98,120763,genre fiction,"Amazon Digital Services,  Inc.",275
1997,Wizard and Glass,"Stephen King, Dave McKean",eng,Intermediate,4.24,105026,fiction,Simon and Schuster Digital Sales Inc,276
2013,The Circle,Dave Eggers,eng,Novice,3.46,109412,genre fiction,Penguin Group (USA) LLC,277
2007,The Invention of Hugo Cabret,Brian Selznick,eng,Intermediate,4.23,132159,genre fiction,"Amazon Digital Services,  Inc.",278
1932,Brave New World/Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",eng,Intermediate,4.16,108124,genre fiction,"Amazon Digital Services,  Inc.",279
2003,æ¡œè˜­é«˜æ ¡ãƒ›ã‚¹ãƒˆéƒ¨ 1,Bisco Hatori,eng,Excellent,4.36,113881,genre fiction,HarperCollins Publishers,280
2014,The Good Girl,Mary Kubica,eng,Intermediate,3.81,100936,genre fiction,Random House LLC,281
2012,"Fallen Too Far (Too Far, #1)",Abbi Glines,eng,Excellent,4.21,138871,genre fiction,Penguin Group (USA) LLC,282
2014,Landline,Rainbow Rowell,eng,Intermediate,3.55,113805,genre fiction,"Amazon Digital Services,  Inc.",283
2008,Tempted,"P.C. Cast, Kristin Cast",eng,Intermediate,3.96,127387,fiction,HarperCollins Publishers,284
2005,No Country for Old Men,Cormac McCarthy,eng,Excellent,4.12,100513,genre fiction,Simon and Schuster Digital Sales Inc,285
2009,Wolf Hall,Hilary Mantel,eng,Intermediate,3.85,102936,genre fiction,Penguin Group (USA) LLC,286
1986,Howl's Moving Castle,Diana Wynne Jones,eng,Excellent,4.3,123945,genre fiction,"Amazon Digital Services,  Inc.",287
2001,Dreamcatcher,"Stephen King, William Olivier Desmond",fre,Intermediate,3.59,115855,genre fiction,"Amazon Digital Services,  Inc.",288
1854,Walden; or Life in the Woods,Henry David Thoreau,eng,Intermediate,3.79,108062,nonfiction,Random House LLC,289
1989,The Remains of the Day,Kazuo Ishiguro,eng,Excellent,4.1,105892,nonfiction,Random House LLC,290
2010,The Best of Me,Nicholas Sparks,en-US,Intermediate,3.91,103915,genre fiction,"Amazon Digital Services,  Inc.",291
2011,The Sense of an Ending,Julian Barnes,eng,Intermediate,3.7,94968,genre fiction,"Amazon Digital Services,  Inc.",292
1982,A is for Alibi,Sue Grafton,en-US,Intermediate,3.82,116026,genre fiction,"Amazon Digital Services,  Inc.",293
-430,ÎŸá¼°Î´Î¯Ï€Î¿Ï…Ï‚ Î¤ÏÏÎ±Î½Î½Î¿Ï‚,"Sophocles, J.E. Thomas",eng,Intermediate,3.67,119496,genre fiction,Hachette Book Group,294
2009,Shanghai Girls,Lisa See,eng,Intermediate,3.87,106729,nonfiction,Penguin Group (USA) LLC,295
1908,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",eng,Intermediate,3.98,124612,genre fiction,Penguin Group (USA) LLC,296
2014,To All the Boys I've Loved Before,Jenny Han,eng,Excellent,4.11,136938,nonfiction,"Amazon Digital Services,  Inc.",297
2000,Persepolis,"Marjane Satrapi, Mattias Ripa",eng,Excellent,4.23,117103,genre fiction,Random House LLC,298
1908,A Room with a View,E.M. Forster,eng,Intermediate,3.91,109994,genre fiction,"Amazon Digital Services,  Inc.",299
2010,The DUFF: Designated Ugly Fat Friend,Kody Keplinger,en-US,Intermediate,3.86,136736,genre fiction,"Amazon Digital Services,  Inc.",300
2008,Lock and Key,Sarah Dessen,eng,Excellent,4.01,120475,nonfiction,"Amazon Digital Services,  Inc.",301
1995,Naked in Death,J.D. Robb,en-US,Excellent,4.13,78028,genre fiction,HarperCollins Publishers,302
1994,The Chamber,John Grisham,eng,Intermediate,3.76,102715,genre fiction,"Amazon Digital Services,  Inc.",303
2008,Midnight Sun (Partial Draft),Stephenie Meyer,eng,Excellent,4.03,138118,genre fiction,"Amazon Digital Services,  Inc.",304
1999,NARUTO -ãƒŠãƒ«ãƒˆ- å·»ãƒŽä¸€ ,"Masashi Kishimoto, Katy Bridges",eng,Excellent,4.35,104633,nonfiction,HarperCollins Christian Publishing,305
2012,The Unlikely Pilgrimage of Harold Fry,Rachel Joyce,eng,Intermediate,3.89,94012,genre fiction,Hachette Book Group,306
2012,Every Day,David Levithan,eng,Intermediate,3.99,121863,genre fiction,"Amazon Digital Services,  Inc.",307
1991,Xenocide,Orson Scott Card,eng,Intermediate,3.77,104467,genre fiction,Simon and Schuster Digital Sales Inc,308
1596,The Merchant of Venice,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",eng,Intermediate,3.78,115621,genre fiction,"Amazon Digital Services,  Inc.",309
1975,ShÅgun,James Clavell,eng,Excellent,4.37,104339,genre fiction,Hachette Book Group,310
2006,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,eng,Famous,4.45,134249,genre fiction,Simon and Schuster Digital Sales Inc,311
2015,A Court of Thorns and Roses,Sarah J. Maas,eng,Excellent,4.29,167848,nonfiction,"Amazon Digital Services,  Inc.",312
2012,,E.L. James,,Excellent,4.13,76876,genre fiction,"Amazon Digital Services,  Inc.",313
1989,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",eng,Excellent,4.21,105192,fiction,Simon and Schuster Digital Sales Inc,314
2009,Smile,Raina Telgemeier,eng,Excellent,4.19,98628,genre fiction,HarperCollins Publishers,315
1950, Animal Farm & 1984,"George Orwell, Christopher Hitchens",eng,Excellent,4.26,116197,genre fiction,"Amazon Digital Services,  Inc.",316
1996,The Deep End of the Ocean,Jacquelyn Mitchard,en-US,Intermediate,3.84,102733,genre fiction,"Amazon Digital Services,  Inc.",317
2001,The Bonesetter's Daughter,Amy Tan,en-US,Intermediate,3.98,99926,nonfiction,"Amazon Digital Services,  Inc.",318
1999,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,eng,Intermediate,3.74,112733,genre fiction,"Amazon Digital Services,  Inc.",319
2012,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,eng,Intermediate,3.75,110552,genre fiction,Hachette Book Group,320
1979,Flowers in the Attic,V.C. Andrews,eng,Intermediate,3.79,109063,children,"Amazon Digital Services,  Inc.",321
2016,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",eng,Excellent,4.32,116771,genre fiction,"Amazon Digital Services,  Inc.",322
1990,Maniac Magee,Jerry Spinelli,eng,Intermediate,3.86,99831,genre fiction,"Amazon Digital Services,  Inc.",323
1999,Invisible Monsters,Chuck Palahniuk,eng,Intermediate,4.0,54937,genre fiction,Simon and Schuster Digital Sales Inc,324
1601,"Twelfth Night; or, What You Will",William Shakespeare,eng,Intermediate,3.97,119607,genre fiction,Penguin Group (USA) LLC,325
2000,Gathering Blue,Lois Lowry,eng,Intermediate,3.8,114917,genre fiction,"Amazon Digital Services,  Inc.",326
1978,The Westing Game,Ellen Raskin,eng,Excellent,4.03,117108,genre fiction,"Amazon Digital Services,  Inc.",327
2014,Red Rising,Pierce Brown,eng,Excellent,4.26,104939,genre fiction,"Amazon Digital Services,  Inc.",328
2008,The Way of Shadows,Brent Weeks,en-US,Excellent,4.15,109236,genre fiction,Random House LLC,329
1988,The Bean Trees,Barbara Kingsolver,eng,Intermediate,3.94,105032,children,"Amazon Digital Services,  Inc.",330
2013,Walking Disaster,Jamie McGuire,eng,Excellent,4.23,134022,genre fiction,"Amazon Digital Services,  Inc.",331
2014,Words of Radiance,Brandon Sanderson,eng,Famous,4.77,73572,genre fiction,HarperCollins Publishers,332
1988,Guess How Much I Love You,"Sam McBratney, Anita Jeram",en-US,Excellent,4.36,104690,genre fiction,"Amazon Digital Services,  Inc.",333
2001,The Fiery Cross,Diana Gabaldon,eng,Excellent,4.26,103552,genre fiction,Penguin Group (USA) LLC,334
1978,Night Shift,"Stephen King, John D. MacDonald",en-GB,Intermediate,3.96,104248,genre fiction,"Amazon Digital Services,  Inc.",335
1974,Jaws,Peter Benchley,eng,Intermediate,3.96,102574,genre fiction,Simon and Schuster Digital Sales Inc,336
2005,The History of Love,Nicole Krauss,eng,Intermediate,3.91,98379,genre fiction,"Amazon Digital Services,  Inc.",337
1945,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",eng,Excellent,4.11,123065,genre fiction,"Amazon Digital Services,  Inc.",338
2006,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",eng,Intermediate,3.73,101669,genre fiction,Hachette Book Group,339
2005,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",eng,Excellent,4.3,102923,genre fiction,"Amazon Digital Services,  Inc.",340
2010,Dead in the Family,Charlaine Harris,en-US,Intermediate,3.88,127379,genre fiction,"Amazon Digital Services,  Inc.",341
1947,La peste,"Albert Camus, Stuart Gilbert",en-US,Intermediate,3.97,95803,genre fiction,"Amazon Digital Services,  Inc.",342
1999,The Reptile Room,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.95,130213,genre fiction,Simon and Schuster Digital Sales Inc,343
2012,Brain on Fire,Susannah Cahalan,eng,Intermediate,4.0,92849,genre fiction,Hachette Book Group,344
2007,Wicked Lovely ,Melissa Marr,en-US,Intermediate,3.69,131034,genre fiction,Simon and Schuster Digital Sales Inc,345
1941,Curious George,H.A. Rey,en-CA,Excellent,4.13,105473,genre fiction,"Amazon Digital Services,  Inc.",346
1979,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",eng,Excellent,4.17,109110,genre fiction,"Amazon Digital Services,  Inc.",347
1998,A Beautiful Mind,Sylvia Nasar,en-GB,Excellent,4.12,98276,genre fiction,Random House LLC,348
1906,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",eng,Intermediate,3.72,97468,genre fiction,Random House LLC,349
2008,The Summoning,Kelley Armstrong,en-US,Excellent,4.03,132285,genre fiction,"Amazon Digital Services,  Inc.",350
1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,en-US,Excellent,4.04,102419,nonfiction,Random House LLC,351
1978,Storm Island,Ken Follett,en-US,Excellent,4.16,93475,fiction,"Amazon Digital Services,  Inc.",352
2000,The Blind Assassin,Margaret Atwood,eng,Intermediate,3.95,98464,nonfiction,HarperCollins Christian Publishing,353
2014,Hollow City,Ransom Riggs,eng,Excellent,4.07,73149,genre fiction,Penguin Group (USA) LLC,354
1999,House of Sand and Fog,Andre Dubus III,eng,Intermediate,3.83,55381,genre fiction,"Amazon Digital Services,  Inc.",355
2014,The Girl with All the Gifts,M.R. Carey,eng,Intermediate,3.93,99729,genre fiction,Simon and Schuster Digital Sales Inc,356
1930,As I Lay Dying,William Faulkner,eng,Intermediate,3.72,103547,nonfiction,HarperCollins Publishers,357
1955,Harold and the Purple Crayon,Crockett Johnson,eng,Excellent,4.24,107221,genre fiction,"Amazon Digital Services,  Inc.",358
2006,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,eng,Excellent,4.35,137558,nonfiction,Random House LLC,359
1953,,Isaac Asimov,eng,Excellent,4.23,96865,nonfiction,HarperCollins Publishers,360
2002,é‹¼ã®éŒ¬é‡‘è¡“å¸« 1,"Hiromu Arakawa, Akira Watanabe",eng,Famous,4.49,93990,genre fiction,"Amazon Digital Services,  Inc.",363
1989,Guards! Guards!,Terry Pratchett,eng,Excellent,4.32,108652,genre fiction,"Amazon Digital Services,  Inc.",364
2005,The Year of Magical Thinking,Joan Didion,eng,Intermediate,3.86,94590,genre fiction,"Amazon Digital Services,  Inc.",365
2003,We Need to Talk About Kevin,Lionel Shriver,eng,Excellent,4.07,101343,genre fiction,HarperCollins Publishers,366
1973,Rendezvous with Rama,Arthur C. Clarke,eng,Excellent,4.06,93151,genre fiction,"Amazon Digital Services,  Inc.",367
1988,The Queen of the Damned,Anne Rice,eng,Intermediate,3.86,110693,genre fiction,"Amazon Digital Services,  Inc.",368
1920,The Age of Innocence,"Edith Wharton, Maureen Howard",eng,Intermediate,3.93,102646,genre fiction,"Amazon Digital Services,  Inc.",369
1976,The Selfish Gene,Richard Dawkins,eng,Excellent,4.11,96564,genre fiction,"Amazon Digital Services,  Inc.",370
2001,Year of Wonders: A Novel of the Plague,Geraldine Brooks,eng,Intermediate,4.0,104283,genre fiction,"Amazon Digital Services,  Inc.",371
1992,The Black Echo,Michael Connelly,eng,Excellent,4.08,98591,nonfiction,"Amazon Digital Services,  Inc.",372
1938,Anthem,Ayn Rand,eng,Intermediate,3.62,95620,genre fiction,"Amazon Digital Services,  Inc.",373
2011,Gabriel's Inferno,Sylvain Reynard,eng,Excellent,4.02,119633,genre fiction,Penguin Group (USA) LLC,374
